Код,Группа,Наименование,Стоимость услуги,Наименование лаборатории,Дата
090091,Субстраты,"Скорость клубочковой фильтрации, расчет по формуле CKD-EPI-2021 - креатинин, для лиц старше 18 лет",265 р.,CMD,17.12.2023
110104,Субстраты,Проба Реберга,360 р.,CMD,17.12.2023
090126,Субстраты,"Альбумин-креатининовое соотношение (АКС, Альбумин/креатинин отношение, Albumin-to-creatinine ratio), моча (разовая порция)",755 р.,CMD,17.12.2023
090125,Субстраты,"Общий белок (UPro), моча (разовая порция)",235 р.,CMD,17.12.2023
090124,Субстраты,"Глюкоза (Glu-U), моча (разовая порция)",255 р.,CMD,17.12.2023
090112,Субстраты,"Альбумин (микроальбумин, mAlb), моча (суточная)",500 р.,CMD,17.12.2023
090109,Субстраты,"Общий белок (Protein total), моча (суточная)",235 р.,CMD,17.12.2023
090106,Субстраты,"Глюкоза (Glucose), моча (суточная)",255 р.,CMD,17.12.2023
090103,Субстраты,"Мочевая кислота (Uric acid), моча (суточная)",265 р.,CMD,17.12.2023
090102,Субстраты,"Мочевина (Urea), моча (суточная)",255 р.,CMD,17.12.2023
090101,Субстраты,"Креатинин (Сreatinine), моча (суточная)",255 р.,CMD,17.12.2023
090081,Субстраты,Общий белок + белковые фракции,625 р.,CMD,17.12.2023
090061,Субстраты,"ЛПОНП-холестерин (Холестерин липопротеинов очень низкой плотности, ЛПОНП-холестерин, very low density lipoprotein cholesterol)",425 р.,CMD,17.12.2023
